SensorType, Month, Value, LocationId, Threshold (High/Low)
2024-01-20, MOTION, 2.0, 105, Low
2023-11-30, MOTION, 48.0, 101, High
2023-08-23, HUMIDITY, 38.65, 105, Low
2023-11-15, VOC, 145.28, 107, Low
2024-01-17, CO2, 755.39, 102, High
2023-12-19, HUMIDITY, 39.9, 109, Low
2023-11-01, SOUND, 107.28, 107, High
2024-01-14, SOUND, 119.18, 106, High
2023-10-25, SOUND, 29.97, 110, Low
2023-09-02, VOC, 496.9, 106, High
2023-11-08, VOC, 476.23, 102, High
2024-01-20, LIGHT, 941.14, 109, High
2023-09-30, MOTION, 40.0, 110, High
2023-10-15, TEMPERATURE, 11.25, 110, Low
2023-10-20, HUMIDITY, 88.72, 108, High
2023-12-07, LIGHT, 77.29, 103, Low
2023-11-25, SOUND, 26.56, 106, Low
2023-09-18, CO2, 315.95, 110, Low
2023-12-15, TEMPERATURE, 13.75, 109, Low
2023-10-24, PRESSURE, 957.11, 104, Low
2023-08-27, VOC, 149.64, 106, Low
2023-12-27, HUMIDITY, 83.91, 102, High
2024-01-11, CO2, 758.72, 101, High
2023-09-18, VOC, 474.88, 106, High
2023-11-13, LIGHT, 28.12, 107, Low
2023-12-14, SOUND, 24.1, 107, Low
2023-12-11, MOTION, 44.0, 101, High
2023-11-13, CO2, 345.07, 105, Low
2023-12-20, VOC, 469.36, 104, High
2023-09-23, CO2, 328.55, 107, Low
2023-08-17, SOUND, 115.83, 105, High
2023-08-15, LIGHT, 930.59, 106, High
2023-08-28, VOC, 499.52, 110, High
2023-09-10, PRESSURE, 1045.65, 106, High
2024-01-22, HUMIDITY, 38.54, 105, Low
2024-01-15, PRESSURE, 958.41, 106, Low
2024-01-30, HUMIDITY, 31.87, 109, Low
2023-09-26, SOUND, 24.2, 108, Low
2023-08-02, MOTION, 48.0, 101, High
2024-01-10, TEMPERATURE, 13.2, 104, Low
2023-10-29, PRESSURE, 1040.44, 105, High
2023-08-31, SOUND, 25.63, 108, Low
2023-10-19, CO2, 790.81, 110, High
2023-11-28, MOTION, 50.0, 102, High
2024-01-06, VOC, 457.46, 106, High
2023-10-19, MOTION, 3.0, 101, Low
2023-09-29, PRESSURE, 950.69, 106, Low
2024-01-05, CO2, 780.06, 106, High
2024-01-08, CO2, 346.68, 108, Low
2024-01-28, LIGHT, 905.76, 101, High
2023-08-13, PRESSURE, 958.03, 105, Low
2024-01-24, VOC, 124.07, 110, Low
2023-11-09, SOUND, 27.26, 101, Low
2023-11-03, MOTION, 1.0, 101, Low
2023-10-13, PRESSURE, 959.31, 110, Low
2023-08-21, MOTION, 45.0, 106, High
2023-10-01, CO2, 307.51, 105, Low
2024-01-03, TEMPERATURE, 14.27, 107, Low
2023-09-10, SOUND, 29.97, 104, Low
2023-08-21, CO2, 306.26, 101, Low
2023-12-10, MOTION, 35.0, 105, High
2023-10-07, HUMIDITY, 82.86, 106, High
2023-12-19, CO2, 330.66, 103, Low
2024-01-02, CO2, 343.25, 102, Low
2023-11-28, MOTION, 31.0, 109, High
2023-12-22, HUMIDITY, 86.77, 103, High
2023-08-19, LIGHT, 942.96, 101, High
2023-12-18, LIGHT, 995.72, 102, High
2023-12-18, CO2, 743.5, 107, High
2024-01-30, PRESSURE, 954.83, 106, Low
2023-10-14, SOUND, 118.81, 107, High
2023-12-04, LIGHT, 969.47, 106, High
2023-11-09, MOTION, 37.0, 110, High
2024-01-21, TEMPERATURE, 13.84, 110, Low
2023-08-29, MOTION, 4.0, 109, Low
2023-10-08, MOTION, 38.0, 106, High
2023-10-04, MOTION, 37.0, 104, High
2023-10-25, MOTION, 36.0, 110, High
2024-01-22, SOUND, 100.68, 107, High
2023-08-01, MOTION, 32.0, 102, High
2023-12-20, CO2, 754.23, 110, High
2024-01-17, HUMIDITY, 33.41, 105, Low
2023-12-09, TEMPERATURE, 36.56, 103, High
2023-11-07, MOTION, 31.0, 110, High
2023-12-19, LIGHT, 73.57, 106, Low
2023-09-20, MOTION, 4.0, 106, Low
2023-11-14, SOUND, 115.14, 103, High
2023-08-26, PRESSURE, 952.7, 104, Low
2023-12-22, SOUND, 116.23, 106, High
2024-01-17, PRESSURE, 955.38, 108, Low
2024-01-19, MOTION, 50.0, 103, High
2024-01-16, LIGHT, 68.21, 110, Low
2023-08-19, HUMIDITY, 34.81, 101, Low
2023-10-09, CO2, 793.95, 105, High
2023-11-16, MOTION, 2.0, 110, Low
2023-12-14, CO2, 701.8, 105, High
2024-01-20, TEMPERATURE, 35.15, 106, High
2024-01-29, SOUND, 101.57, 104, High
2023-08-28, PRESSURE, 1047.98, 103, High
2023-12-03, HUMIDITY, 30.92, 106, Low
2023-10-02, CO2, 332.12, 110, Low
2023-10-27, TEMPERATURE, 35.7, 110, High
2023-11-06, PRESSURE, 1044.62, 106, High
2023-09-02, TEMPERATURE, 13.52, 109, Low
2024-01-24, LIGHT, 94.02, 106, Low
2023-10-12, PRESSURE, 959.98, 103, Low
2023-10-05, MOTION, 1.0, 110, Low
2023-11-13, MOTION, 32.0, 101, High
2023-09-29, VOC, 466.74, 104, High
2024-01-08, CO2, 792.81, 109, High
2023-11-24, TEMPERATURE, 12.04, 109, Low
2023-08-20, SOUND, 109.29, 105, High
2023-08-19, MOTION, 46.0, 110, High
2023-11-07, PRESSURE, 957.61, 105, Low
2023-10-11, PRESSURE, 958.31, 104, Low
2024-01-15, TEMPERATURE, 37.86, 110, High
2023-11-16, TEMPERATURE, 13.78, 106, Low
2023-11-24, LIGHT, 936.1, 102, High
2023-09-20, LIGHT, 978.05, 101, High
2023-11-04, CO2, 756.52, 109, High
2023-08-17, CO2, 314.16, 110, Low
2024-01-27, MOTION, 40.0, 108, High
2023-11-25, TEMPERATURE, 14.87, 104, Low
2023-10-05, VOC, 118.72, 110, Low
2023-11-03, VOC, 452.43, 106, High
2023-11-19, SOUND, 25.21, 103, Low
2023-12-18, SOUND, 108.18, 103, High
2024-01-21, PRESSURE, 1047.57, 108, High
2023-08-10, CO2, 757.44, 109, High
2023-10-16, TEMPERATURE, 13.82, 108, Low
2023-08-07, TEMPERATURE, 39.11, 108, High
2024-01-17, PRESSURE, 950.5, 104, Low
2023-10-28, TEMPERATURE, 37.71, 105, High
2023-11-23, TEMPERATURE, 12.65, 110, Low
2024-01-07, VOC, 475.31, 105, High
2024-01-19, TEMPERATURE, 39.23, 103, High
2024-01-26, PRESSURE, 1049.32, 105, High
2023-11-05, VOC, 492.99, 108, High
2023-09-29, TEMPERATURE, 35.48, 110, High
2023-12-26, LIGHT, 80.97, 105, Low
2024-01-30, HUMIDITY, 31.48, 103, Low
2023-08-20, MOTION, 46.0, 103, High
2023-11-20, VOC, 147.28, 109, Low
2023-11-05, CO2, 790.54, 106, High
2023-12-12, LIGHT, 953.4, 106, High
2023-08-26, MOTION, 48.0, 101, High
2023-09-30, MOTION, 36.0, 107, High
2024-01-30, MOTION, 36.0, 103, High
2023-09-24, PRESSURE, 1049.77, 104, High
2023-12-22, HUMIDITY, 89.78, 103, High
2023-12-25, TEMPERATURE, 39.63, 103, High
2023-12-25, PRESSURE, 953.87, 107, Low
2023-10-05, SOUND, 100.95, 108, High
2023-08-21, PRESSURE, 951.51, 103, Low
2023-11-27, MOTION, 46.0, 102, High
2024-01-25, HUMIDITY, 83.11, 108, High
2023-10-23, MOTION, 2.0, 106, Low
2023-09-04, PRESSURE, 956.9, 101, Low
2023-12-15, MOTION, 1.0, 101, Low
2023-11-11, TEMPERATURE, 35.47, 107, High
2023-10-05, MOTION, 4.0, 101, Low
2023-11-10, VOC, 496.23, 101, High
2023-11-22, MOTION, 43.0, 104, High
2023-10-05, HUMIDITY, 84.05, 103, High
2023-12-28, HUMIDITY, 32.74, 102, Low
2023-11-07, HUMIDITY, 30.08, 103, Low
2024-01-03, VOC, 130.06, 103, Low
2024-01-02, MOTION, 33.0, 105, High
2023-09-26, CO2, 730.05, 101, High
2024-01-19, HUMIDITY, 32.37, 108, Low
2023-10-02, TEMPERATURE, 10.87, 109, Low
2023-09-17, HUMIDITY, 35.62, 101, Low
2023-11-18, LIGHT, 932.39, 101, High
2024-01-13, VOC, 469.04, 103, High
2023-11-08, MOTION, 3.0, 102, Low
2023-10-13, TEMPERATURE, 14.69, 109, Low
2023-09-06, SOUND, 102.18, 102, High
2024-01-17, TEMPERATURE, 12.95, 105, Low
2024-01-09, CO2, 304.9, 101, Low
2024-01-14, MOTION, 44.0, 106, High
2023-08-07, HUMIDITY, 39.94, 106, Low
2023-09-14, TEMPERATURE, 12.87, 102, Low
2023-12-24, VOC, 134.97, 102, Low
2023-08-22, MOTION, 36.0, 106, High
2023-10-20, LIGHT, 920.0, 110, High
2023-10-28, LIGHT, 23.67, 104, Low
2023-09-24, TEMPERATURE, 39.18, 102, High
2024-01-07, TEMPERATURE, 10.94, 103, Low
2023-08-07, CO2, 794.87, 107, High
2023-08-26, VOC, 115.46, 109, Low
2023-10-30, LIGHT, 963.91, 106, High
2023-12-08, SOUND, 25.18, 101, Low
2023-10-09, SOUND, 27.76, 102, Low
2023-09-21, TEMPERATURE, 14.51, 110, Low
2023-10-04, MOTION, 34.0, 102, High
2024-01-16, VOC, 124.82, 103, Low
2023-11-22, CO2, 743.94, 107, High
2023-12-26, VOC, 140.05, 104, Low
2023-09-08, TEMPERATURE, 11.75, 107, Low
2023-10-19, CO2, 711.17, 108, High
2023-11-14, CO2, 788.81, 109, High
2023-08-10, CO2, 781.74, 103, High
2023-11-14, PRESSURE, 1045.85, 107, High
2023-12-29, SOUND, 26.98, 101, Low
2023-10-15, CO2, 319.18, 104, Low
2023-12-26, MOTION, 40.0, 107, High
2023-11-06, HUMIDITY, 35.45, 107, Low
2023-12-03, TEMPERATURE, 13.92, 109, Low
2023-08-10, SOUND, 101.34, 102, High
2023-10-25, VOC, 465.89, 104, High
2023-10-14, TEMPERATURE, 14.81, 103, Low
2023-09-28, HUMIDITY, 35.9, 108, Low
2023-08-24, LIGHT, 29.44, 109, Low
2023-11-06, TEMPERATURE, 12.65, 104, Low
2023-09-08, MOTION, 37.0, 105, High
2023-10-21, VOC, 469.79, 103, High
2024-01-26, LIGHT, 938.38, 109, High
2023-12-14, HUMIDITY, 86.31, 103, High
2023-11-04, LIGHT, 941.07, 105, High
2023-08-26, SOUND, 29.82, 102, Low
2023-11-25, TEMPERATURE, 39.07, 109, High
2023-11-20, VOC, 459.0, 107, High
2023-11-26, HUMIDITY, 87.92, 109, High
2023-10-31, TEMPERATURE, 12.76, 106, Low
2023-08-16, HUMIDITY, 37.39, 110, Low
2023-10-01, TEMPERATURE, 38.01, 109, High
2024-01-18, PRESSURE, 952.85, 109, Low
2023-09-29, VOC, 124.69, 110, Low
2023-10-03, HUMIDITY, 83.31, 109, High
2023-11-05, CO2, 763.61, 106, High
2023-11-04, CO2, 341.21, 108, Low
2024-01-29, CO2, 765.23, 109, High
2023-10-27, TEMPERATURE, 12.38, 108, Low
2023-09-17, TEMPERATURE, 12.45, 103, Low
2023-09-16, LIGHT, 58.73, 105, Low
2023-08-03, CO2, 318.48, 105, Low
2023-08-03, VOC, 468.09, 108, High
2023-11-10, PRESSURE, 1045.37, 110, High
2024-01-03, PRESSURE, 1048.65, 102, High
2023-09-16, PRESSURE, 953.29, 109, Low
2023-10-05, MOTION, 48.0, 107, High
2023-12-12, TEMPERATURE, 38.11, 101, High
2023-08-06, MOTION, 2.0, 108, Low
2023-12-29, HUMIDITY, 83.22, 110, High
2023-12-24, MOTION, 41.0, 104, High
2023-11-05, HUMIDITY, 37.77, 107, Low
2024-01-28, MOTION, 3.0, 101, Low
2023-08-02, LIGHT, 957.89, 101, High
2023-11-09, PRESSURE, 956.07, 106, Low
2023-09-13, PRESSURE, 1049.62, 103, High
2023-12-03, LIGHT, 82.51, 104, Low
2023-10-13, MOTION, 0.0, 102, Low
2023-12-02, PRESSURE, 1045.42, 104, High
2023-08-14, SOUND, 101.92, 108, High
2023-12-26, HUMIDITY, 85.95, 103, High
2023-08-07, LIGHT, 944.26, 102, High
2024-01-28, CO2, 742.21, 108, High
2023-11-24, TEMPERATURE, 38.99, 108, High
2023-08-21, CO2, 799.12, 107, High
2023-10-03, SOUND, 115.36, 103, High
2024-01-09, VOC, 474.51, 108, High
2023-08-29, MOTION, 47.0, 107, High
2023-11-18, VOC, 459.36, 103, High
2023-10-19, PRESSURE, 957.11, 109, Low
2023-08-04, MOTION, 0.0, 110, Low
2023-10-20, HUMIDITY, 80.83, 105, High
2023-12-12, HUMIDITY, 35.07, 109, Low
2024-01-22, SOUND, 22.09, 103, Low
2024-01-05, SOUND, 102.36, 110, High
2023-08-14, VOC, 104.95, 109, Low
2023-09-27, HUMIDITY, 84.92, 102, High
2023-11-21, TEMPERATURE, 36.52, 104, High
2023-10-11, MOTION, 50.0, 109, High
2023-08-01, PRESSURE, 952.96, 106, Low
2023-08-29, TEMPERATURE, 12.77, 102, Low
2023-09-14, CO2, 715.62, 104, High
2023-12-04, MOTION, 4.0, 107, Low
2023-08-21, MOTION, 42.0, 104, High
2024-01-10, MOTION, 49.0, 103, High
2023-10-05, VOC, 464.32, 109, High
2023-11-15, TEMPERATURE, 39.59, 107, High
2023-10-27, MOTION, 47.0, 104, High
2023-10-11, LIGHT, 62.92, 106, Low
2024-01-31, TEMPERATURE, 11.14, 103, Low
2023-12-26, SOUND, 23.59, 109, Low
2023-09-20, CO2, 793.62, 104, High
2023-08-04, MOTION, 46.0, 103, High
2023-09-22, SOUND, 114.18, 101, High
2023-12-10, MOTION, 3.0, 105, Low
2023-09-13, MOTION, 35.0, 109, High
2024-01-15, LIGHT, 957.65, 102, High
2023-11-17, VOC, 481.53, 101, High
2023-12-23, TEMPERATURE, 37.07, 107, High
2023-11-18, TEMPERATURE, 14.21, 110, Low
2023-08-02, HUMIDITY, 85.83, 101, High
2024-01-23, MOTION, 34.0, 106, High
2023-08-17, CO2, 741.77, 109, High
2023-11-16, CO2, 723.0, 110, High
2023-11-10, CO2, 711.26, 104, High
2024-01-30, CO2, 761.9, 107, High
2023-10-12, MOTION, 0.0, 108, Low
2024-01-29, SOUND, 24.83, 109, Low
2024-01-20, MOTION, 50.0, 110, High
2024-01-19, TEMPERATURE, 13.48, 103, Low
2023-08-09, PRESSURE, 952.31, 110, Low
2023-12-17, LIGHT, 78.23, 109, Low
2023-08-08, PRESSURE, 956.1, 104, Low
2023-08-09, MOTION, 48.0, 107, High
2023-10-31, MOTION, 40.0, 106, High
2023-10-14, TEMPERATURE, 12.81, 110, Low
2023-08-30, SOUND, 26.18, 105, Low
2023-11-16, VOC, 102.42, 106, Low
2023-09-17, SOUND, 26.82, 103, Low
2023-10-24, PRESSURE, 1043.97, 106, High
2023-10-08, SOUND, 22.8, 101, Low
2024-01-21, MOTION, 0.0, 101, Low
2023-10-19, HUMIDITY, 36.77, 103, Low
2023-11-13, TEMPERATURE, 12.14, 104, Low
2023-12-18, HUMIDITY, 87.09, 109, High
2023-08-27, TEMPERATURE, 10.72, 109, Low
2023-10-29, SOUND, 25.82, 104, Low
2024-01-30, CO2, 313.7, 103, Low
2023-12-24, MOTION, 38.0, 110, High
2023-10-04, TEMPERATURE, 38.92, 108, High
2023-11-10, PRESSURE, 951.4, 108, Low
2023-12-09, MOTION, 46.0, 104, High
2023-08-20, MOTION, 44.0, 106, High
2024-01-07, TEMPERATURE, 35.26, 103, High
2023-08-06, LIGHT, 73.23, 105, Low
2024-01-28, MOTION, 47.0, 110, High
2023-09-08, CO2, 723.69, 109, High
2023-09-17, SOUND, 119.32, 110, High
2023-12-31, MOTION, 2.0, 110, Low
2023-11-26, SOUND, 108.12, 105, High
2024-01-25, PRESSURE, 954.52, 106, Low
2023-09-30, CO2, 751.16, 110, High
2024-01-08, MOTION, 0.0, 101, Low
2023-08-22, PRESSURE, 1048.5, 109, High
2023-10-11, CO2, 772.16, 102, High
2023-11-29, HUMIDITY, 37.94, 102, Low
2024-01-28, MOTION, 4.0, 107, Low
2023-11-11, SOUND, 25.05, 103, Low
2023-11-16, LIGHT, 993.46, 105, High
2023-11-11, PRESSURE, 955.31, 105, Low
2023-10-16, VOC, 453.74, 104, High
2023-09-26, SOUND, 22.34, 101, Low
2023-10-24, MOTION, 43.0, 104, High
2023-11-24, VOC, 482.05, 102, High
2024-01-08, TEMPERATURE, 13.95, 108, Low
2023-10-25, HUMIDITY, 84.51, 108, High
2023-09-09, TEMPERATURE, 10.75, 107, Low
2023-09-08, HUMIDITY, 83.23, 104, High
2023-10-13, SOUND, 104.29, 109, High
2023-09-22, CO2, 341.78, 107, Low
2023-11-19, VOC, 497.73, 102, High
2023-10-23, VOC, 461.79, 101, High
2023-09-07, SOUND, 110.04, 110, High
2023-09-30, TEMPERATURE, 10.42, 102, Low
2023-09-09, HUMIDITY, 85.26, 109, High
2023-08-28, LIGHT, 960.62, 108, High
2023-08-04, PRESSURE, 1044.16, 109, High
2023-09-30, CO2, 757.71, 110, High
2023-11-23, PRESSURE, 1046.61, 110, High
2023-09-03, LIGHT, 941.59, 101, High
2023-09-03, LIGHT, 18.53, 109, Low
2024-01-28, HUMIDITY, 39.54, 108, Low
2024-01-18, MOTION, 37.0, 106, High
2023-09-22, MOTION, 46.0, 110, High
2023-08-30, SOUND, 21.01, 107, Low
2023-12-18, PRESSURE, 951.01, 106, Low
2023-08-30, MOTION, 36.0, 105, High
2023-11-24, CO2, 335.14, 108, Low
2023-08-25, VOC, 490.24, 109, High
2023-12-20, CO2, 335.24, 104, Low
2023-12-21, MOTION, 40.0, 110, High
2023-09-01, TEMPERATURE, 11.26, 108, Low
2024-01-18, TEMPERATURE, 39.8, 106, High
2023-11-16, TEMPERATURE, 35.75, 107, High
2023-12-08, VOC, 101.84, 102, Low
2023-09-23, SOUND, 22.53, 108, Low
2023-12-13, CO2, 759.96, 105, High
2024-01-01, VOC, 118.93, 102, Low
2023-08-15, MOTION, 42.0, 101, High
2023-08-06, HUMIDITY, 30.71, 109, Low
2023-08-11, MOTION, 0.0, 107, Low
2023-09-02, VOC, 470.64, 107, High
2024-01-05, TEMPERATURE, 13.69, 110, Low
2023-10-08, VOC, 497.6, 103, High
2023-12-22, MOTION, 42.0, 105, High
2023-11-01, TEMPERATURE, 14.65, 106, Low
2023-10-07, SOUND, 116.3, 109, High
2023-11-11, HUMIDITY, 86.88, 103, High
2023-12-07, HUMIDITY, 30.13, 109, Low
2023-11-08, MOTION, 2.0, 108, Low
2023-08-05, SOUND, 114.18, 105, High
2023-12-14, SOUND, 111.64, 105, High
2024-01-10, HUMIDITY, 82.48, 106, High
2023-11-28, VOC, 494.97, 105, High
2023-09-10, LIGHT, 966.37, 107, High
2023-08-25, TEMPERATURE, 35.46, 104, High
2023-11-16, LIGHT, 56.89, 104, Low
2023-12-08, VOC, 125.96, 110, Low
2023-12-27, SOUND, 110.89, 104, High
2023-08-07, MOTION, 40.0, 101, High
2023-10-13, VOC, 459.3, 105, High
2023-11-06, CO2, 738.51, 102, High
2023-12-22, VOC, 103.86, 105, Low
2023-09-27, CO2, 312.76, 103, Low
2023-08-16, PRESSURE, 1049.18, 109, High
2024-01-25, HUMIDITY, 87.91, 107, High
2023-08-23, TEMPERATURE, 35.26, 102, High
2023-12-23, MOTION, 42.0, 102, High
2024-01-13, MOTION, 49.0, 103, High
2023-10-11, CO2, 725.82, 109, High
2023-10-13, VOC, 134.38, 104, Low
2023-10-07, CO2, 736.88, 106, High
2023-12-16, SOUND, 21.75, 102, Low
2024-01-17, LIGHT, 967.74, 110, High
2023-10-03, HUMIDITY, 38.67, 105, Low
2023-11-16, LIGHT, 997.03, 107, High
2024-01-18, VOC, 117.2, 107, Low
2024-01-01, LIGHT, 19.74, 108, Low
2023-09-02, MOTION, 32.0, 102, High
2023-11-08, HUMIDITY, 35.53, 106, Low
2023-11-16, LIGHT, 928.63, 104, High
2023-08-11, VOC, 465.81, 101, High
2024-01-26, MOTION, 47.0, 107, High
2023-11-11, HUMIDITY, 89.62, 108, High
2023-10-19, TEMPERATURE, 36.85, 108, High
2023-08-06, PRESSURE, 1042.53, 104, High
2023-11-24, TEMPERATURE, 36.42, 102, High
2023-10-31, MOTION, 45.0, 103, High
2023-08-21, MOTION, 2.0, 104, Low
2023-12-21, CO2, 722.02, 110, High
2023-10-06, PRESSURE, 1046.49, 104, High
2023-12-15, TEMPERATURE, 10.78, 110, Low
2024-01-08, VOC, 142.59, 101, Low
2024-01-13, VOC, 120.79, 106, Low
2023-12-30, CO2, 761.43, 104, High
2023-11-02, SOUND, 25.97, 109, Low
2023-12-01, LIGHT, 951.79, 101, High
2024-01-16, SOUND, 110.75, 105, High
2023-11-23, PRESSURE, 1042.32, 109, High
2023-10-07, VOC, 108.99, 107, Low
2023-09-11, TEMPERATURE, 38.82, 107, High
2023-12-04, HUMIDITY, 82.6, 109, High
2023-08-10, TEMPERATURE, 10.06, 105, Low
2023-11-12, HUMIDITY, 88.21, 104, High
2023-09-28, VOC, 471.53, 102, High
2023-08-30, SOUND, 22.5, 107, Low
2023-09-23, MOTION, 42.0, 106, High
2023-08-09, TEMPERATURE, 37.18, 104, High
2023-09-21, HUMIDITY, 30.04, 104, Low
2023-08-12, SOUND, 26.33, 108, Low
2024-01-07, MOTION, 42.0, 101, High
2023-12-24, SOUND, 118.03, 110, High
2024-01-21, LIGHT, 98.59, 108, Low
2023-08-22, SOUND, 112.09, 109, High
2023-11-01, TEMPERATURE, 37.15, 101, High
2023-12-30, LIGHT, 966.85, 102, High
2024-01-20, CO2, 329.93, 107, Low
2023-12-22, MOTION, 47.0, 104, High
2023-08-27, MOTION, 40.0, 105, High
2023-12-25, CO2, 761.65, 101, High
2023-09-05, LIGHT, 12.01, 102, Low
2023-10-11, MOTION, 3.0, 107, Low
2023-12-03, TEMPERATURE, 35.17, 107, High
2023-08-09, HUMIDITY, 84.12, 104, High
2024-01-29, MOTION, 48.0, 105, High
2023-11-07, PRESSURE, 958.39, 104, Low
2023-11-10, MOTION, 37.0, 105, High
2023-12-21, TEMPERATURE, 37.0, 101, High
2023-08-23, MOTION, 1.0, 108, Low
2023-10-27, PRESSURE, 954.82, 109, Low
2023-12-20, MOTION, 38.0, 110, High
2023-08-09, TEMPERATURE, 13.31, 110, Low
2024-01-26, HUMIDITY, 87.41, 105, High
2024-01-30, SOUND, 23.59, 103, Low
2023-09-12, SOUND, 104.6, 104, High
2023-12-19, CO2, 305.28, 105, Low
2024-01-22, VOC, 484.08, 106, High
2023-08-31, HUMIDITY, 82.85, 108, High
2024-01-23, CO2, 325.85, 102, Low
2023-12-31, MOTION, 35.0, 104, High
2024-01-07, LIGHT, 970.79, 104, High
2023-09-15, TEMPERATURE, 39.25, 109, High
2023-10-02, VOC, 475.84, 103, High
2023-11-10, PRESSURE, 1046.88, 102, High
2023-08-08, PRESSURE, 1048.02, 107, High
2023-12-24, MOTION, 33.0, 109, High
2023-12-02, HUMIDITY, 37.88, 102, Low
2023-09-11, TEMPERATURE, 11.58, 108, Low
2024-01-04, MOTION, 48.0, 107, High
2023-11-14, TEMPERATURE, 36.4, 106, High
2023-11-09, HUMIDITY, 31.92, 103, Low
2023-11-25, VOC, 488.16, 101, High
2023-09-26, MOTION, 35.0, 107, High
2023-12-20, LIGHT, 943.65, 102, High
2023-12-07, CO2, 345.75, 106, Low
2023-12-01, VOC, 474.54, 107, High
2023-08-18, HUMIDITY, 35.44, 103, Low
2023-12-05, TEMPERATURE, 37.29, 108, High
2024-01-05, PRESSURE, 1048.4, 101, High
2023-11-28, TEMPERATURE, 35.34, 107, High
2023-08-19, TEMPERATURE, 36.28, 110, High
2023-12-28, TEMPERATURE, 38.59, 101, High
2024-01-04, TEMPERATURE, 10.87, 109, Low
2023-10-22, HUMIDITY, 80.11, 104, High
2023-08-04, CO2, 749.19, 107, High
2023-12-14, MOTION, 38.0, 110, High
2023-08-27, VOC, 474.72, 109, High
2023-12-20, TEMPERATURE, 13.62, 108, Low
2023-12-30, TEMPERATURE, 38.36, 102, High
2024-01-30, TEMPERATURE, 39.97, 101, High
2024-01-20, MOTION, 45.0, 108, High
2024-01-06, PRESSURE, 954.49, 103, Low
2023-09-20, VOC, 149.02, 103, Low
2023-08-21, CO2, 757.11, 104, High
2023-10-12, SOUND, 112.07, 109, High
2023-11-11, SOUND, 20.89, 106, Low
2023-11-11, PRESSURE, 950.55, 110, Low
2024-01-27, SOUND, 21.3, 104, Low
2023-09-15, LIGHT, 81.5, 110, Low
2023-10-01, LIGHT, 921.14, 104, High
2023-09-10, MOTION, 33.0, 107, High
2023-10-10, CO2, 703.94, 108, High
2023-08-26, MOTION, 41.0, 107, High
2023-10-07, PRESSURE, 956.39, 105, Low
2023-08-13, CO2, 770.65, 110, High
2023-11-17, CO2, 777.97, 102, High
2023-09-16, MOTION, 33.0, 102, High
2023-12-09, VOC, 124.62, 109, Low
2023-10-21, VOC, 464.57, 107, High
2023-11-08, SOUND, 100.38, 110, High
2023-09-15, TEMPERATURE, 37.16, 103, High
2023-08-09, MOTION, 35.0, 106, High
2024-01-09, SOUND, 116.9, 110, High
2023-08-15, LIGHT, 45.14, 105, Low
2024-01-18, MOTION, 40.0, 109, High
2023-09-13, CO2, 776.25, 110, High
2024-01-03, VOC, 472.96, 102, High
2024-01-25, MOTION, 4.0, 101, Low
2023-10-08, CO2, 314.82, 103, Low
2023-09-01, MOTION, 40.0, 108, High
2023-08-28, CO2, 724.94, 102, High
2023-08-19, MOTION, 38.0, 104, High
2023-08-02, MOTION, 50.0, 105, High
2023-11-12, PRESSURE, 1042.98, 105, High
2023-09-23, PRESSURE, 953.0, 103, Low
2023-11-06, CO2, 335.16, 107, Low
2023-10-24, CO2, 326.05, 110, Low
2024-01-10, SOUND, 115.02, 104, High
2023-08-07, HUMIDITY, 32.16, 103, Low
2023-09-12, TEMPERATURE, 10.63, 107, Low
2024-01-27, HUMIDITY, 87.02, 108, High
2023-11-24, MOTION, 41.0, 108, High
2023-10-08, MOTION, 46.0, 101, High
2024-02-01, HUMIDITY, 80.05, 102, High
2023-08-24, VOC, 132.43, 107, Low
2023-08-27, HUMIDITY, 38.8, 105, Low
2024-01-31, HUMIDITY, 80.37, 108, High
2023-08-16, HUMIDITY, 82.21, 104, High
2023-12-17, HUMIDITY, 35.24, 102, Low
2023-11-30, VOC, 487.2, 103, High
2024-01-24, HUMIDITY, 30.76, 108, Low
2023-10-23, PRESSURE, 951.2, 106, Low
2024-01-02, TEMPERATURE, 38.02, 101, High
2023-10-23, PRESSURE, 1048.33, 108, High
2023-10-07, MOTION, 34.0, 107, High
2024-01-26, PRESSURE, 950.59, 109, Low
2023-11-10, HUMIDITY, 83.77, 105, High
2023-10-20, TEMPERATURE, 37.8, 101, High
2023-11-05, PRESSURE, 959.46, 101, Low
2023-08-25, TEMPERATURE, 13.45, 109, Low
2023-11-04, MOTION, 2.0, 104, Low
2023-12-08, LIGHT, 32.33, 103, Low
2023-10-23, PRESSURE, 958.45, 104, Low
2024-01-10, MOTION, 3.0, 108, Low
2023-11-30, HUMIDITY, 86.42, 110, High
2023-09-14, SOUND, 28.13, 110, Low
2023-11-10, MOTION, 42.0, 104, High
2023-12-08, HUMIDITY, 38.28, 110, Low
2024-01-30, CO2, 748.09, 107, High
2023-11-22, MOTION, 45.0, 103, High
2023-09-10, TEMPERATURE, 38.21, 108, High
2023-10-13, MOTION, 36.0, 106, High
2024-01-08, PRESSURE, 952.84, 105, Low
2023-08-21, LIGHT, 988.02, 104, High
2023-10-30, TEMPERATURE, 14.97, 106, Low
2023-08-10, VOC, 106.83, 108, Low
2023-08-19, CO2, 301.28, 107, Low
2024-01-04, TEMPERATURE, 13.68, 105, Low
2023-08-14, VOC, 147.28, 104, Low
2023-11-14, LIGHT, 979.17, 103, High
2023-11-25, MOTION, 0.0, 102, Low
